"ASV","log2FoldChange","deseq_pvalue","deseq_padj","wilcox_pvalue","wilcox_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2752",6.02744540904404,1.15391487390029e-05,3.96834139560832e-05,0.000124779577494758,0.00115601713752077,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Unclassified"
"ASV2753",-6.29634383202596,3.32640609832457e-05,0.000105398485362644,0.000381907149960375,0.00295437154009704,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Myxotrichum","Unclassified"
"ASV2823",-6.35073015507417,0.000168154616665346,0.000478011869634528,0.00106895119479056,0.00663773670931015,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_liliputianus"
"ASV2876",5.85140714846548,1.49470959657992e-06,6.0215443747934e-06,3.67238278779998e-05,0.000424446856474987,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha","Unclassified"
"ASV2920",-6.11914911905016,5.91772247842371e-07,2.56738113679306e-06,3.72384233201691e-05,0.000424446856474987,"Fungi","Chytridiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV2927",5.66131574690419,0.000584968684795286,0.00143847028074773,0.00108047350717373,0.00663773670931015,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix","Unclassified"
"ASV2952",5.5950034885219,0.00520232416883492,0.0103485081329408,0.00705410240068292,0.0308029138163154,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified"
"ASV2953",5.62940836142879,0.00183658586461958,0.00401486212265676,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Unclassified","Unclassified"
"ASV2969",4.54653357539883,0.000856871262499604,0.00198406522775273,0.00023114299806897,0.00208170772126202,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified"
"ASV3036",3.44360597307556,0.00046230388969328,0.00117450177381536,3.74095242792498e-05,0.000424446856474987,"Fungi","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV3037",-6.10033228744253,1.40855566867551e-05,4.72872260198206e-05,0.00012215894146634,0.00115601713752077,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus","Polyporus_austroandinus"
"ASV3066",5.61592058543107,0.00520941020984052,0.0103485081329408,0.00703269694057478,0.0308029138163154,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","Unclassified"
"ASV3081",5.6729029649298,0.00477323851790857,0.00975400914529142,0.00705410240068292,0.0308029138163154,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_fatshederae"
"ASV3199",5.66510295405672,0.00535362229413677,0.0105574929157103,0.00705410240068292,0.0308029138163154,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_amoeboidea"
"ASV3326",-5.80810350885457,0.00388443628608834,0.00805449288733023,0.00705410240068292,0.0308029138163154,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces_marquandii"
"ASV3370",5.42358091139453,0.00289672031167289,0.0062356879991737,0.00285558548609658,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Pringsheimia","Unclassified"
"ASV3433",5.39436167624884,0.000388071751401544,0.000994874853593048,0.000376009785045464,0.00295437154009704,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Unclassified"
"ASV3722",5.02250549128126,0.0059687909716252,0.011528760643824,0.0028462183361433,0.0141697613135853,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_psychroaquaticum"
"ASV3768",-5.38581346199955,0.00113069931381864,0.00257142908465208,0.00107278283195287,0.00663773670931015,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unclassified"
"ASV3873",4.89458173814111,0.00302447761510092,0.00646138399589741,0.00107662360000401,0.00663773670931015,"Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Unclassified","Unclassified"
"ASV3892",-5.273011530398,0.0038286032232571,0.00799752673302594,0.0028462183361433,0.0141697613135853,"Fungi","Basidiomycota","Classiculomycetes","Classiculales","Classiculales_fam_Incertae_sedis","Classiculales_gen_Incertae_sedis","Unclassified"
"ASV3970",5.02885861482555,0.00589399488746465,0.0114628038501037,0.00280893593820956,0.0141697613135853,"Fungi","Chytridiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV4029",-5.21801027203189,0.00165194170301254,0.00363943406444951,0.00106512868026907,0.00663773670931015,"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophoraceae_gen_Incertae_sedis","Unclassified"
"ASV4057",-5.14725814722707,0.00457453010730566,0.0094161860602934,0.0028462183361433,0.0141697613135853,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Unclassified"
"ASV4083",-5.07808898654371,0.0119890929568052,0.0218124142827036,0.00703269694057478,0.0308029138163154,"Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces","Kurtzmanomyces_tardus"
"ASV4162",4.57589256556867,0.00558816382072618,0.0109434874822554,0.00108433256167357,0.00663773670931015,"Fungi","Chytridiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV4872",-4.5092482238942,0.0257494185747442,0.0429664854324133,0.00703269694057478,0.0308029138163154,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_sake"
